Number,Category,Subcategory,Author_Last,Author_First,Title,Year,Publisher_Journal,Type,Commodity_Tag,Era,Geography,Borough,Sub_Industry,Adjacency,Language,Industry_Stakeholder,Cuisine,Beverage_Type,Priority,Status,Acquisition_Notes,Anna_Archive_Link,Archive_Org_Link,Direct_URL,Search_Query,NYC_Canonical,Added_In_Version
273,Global Food Systems,super_cycles,Kilian,Lutz,Not All Oil Price Shocks Are Alike,2009,American Economic Review,ARTICLE,multi,2010_2020,Global,none,none,none,en,academic,none,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Kilian+Not+All+Oil+Price+Shocks+Are+Alike,https://archive.org/search?query=Kilian+Not+All+Oil+Price+Shocks+Are+Alike,https://doi.org/10.1257/aer.99.3.1053,Kilian Not All Oil Price Shocks Are Alike,False,v2
274,Global Food Systems,green_revolution,Otsuka,Keijiro,Sustainable Development of Rural Asia,2016,World Development,ARTICLE,multi,2010_2020,Asia,none,none,none,en,academic,none,none,LOW,NEEDED,,https://annas-archive.org/search?q=Otsuka+Sustainable+Development+of+Rural+Asia,https://archive.org/search?query=Otsuka+Sustainable+Development+of+Rural+Asia,,Otsuka Sustainable Development of Rural Asia,False,v2
275,Global Food Systems,food_crises,Ravallion,Martin,Famines and Economics,1997,J Economic Literature,ARTICLE,multi,spanning,Global,none,none,none,en,academic,none,none,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Ravallion+Famines+and+Economics,https://archive.org/search?query=Ravallion+Famines+and+Economics,,Ravallion Famines and Economics,False,v2
276,Trade Geopolitics,wto_doha,Anderson,Kym,Distortions to Agricultural Incentives,2009,World Bank,BOOK,multi,spanning,Global,none,none,none,en,academic,none,none,FLAGSHIP,NEEDED,,https://annas-archive.org/search?q=Anderson+Distortions+to+Agricultural+Incentives,https://archive.org/search?query=Anderson+Distortions+to+Agricultural+Incentives,,Anderson Distortions to Agricultural Incentives,False,v2
277,Trade Geopolitics,wto_doha,Josling,Tim,Agriculture in the GATT,1996,Macmillan,BOOK,multi,1945_1980,Global,none,none,none,en,academic,none,none,HIGH,NEEDED,"With Tangermann, Warley",https://annas-archive.org/search?q=Josling+Agriculture+in+the+GATT,https://archive.org/search?query=Josling+Agriculture+in+the+GATT,,Josling Agriculture in the GATT,False,v2
278,Trade Geopolitics,wto_doha,Martin,Will,Export Restrictions and Price Insulation During Commodity Price Booms,2014,AJAE,ARTICLE,multi,2010_2020,Global,none,none,none,en,academic,none,none,HIGH,NEEDED,With Anderson,https://annas-archive.org/search?q=Martin+Export+Restrictions+and+Price+Insulation+During+Commodity+Price+Booms,https://archive.org/search?query=Martin+Export+Restrictions+and+Price+Insulation+During+Commodity+Price+Booms,,Martin Export Restrictions and Price Insulation During Commodity Price Booms,False,v2
279,Trade Geopolitics,export_bans,Martin,Will,The Role of Rice Export Restrictions in the World Rice Price Spike of 2007/08,2011,World Bank,WORKING_PAPER,cereals,2010_2020,Global,none,none,none,en,academic,none,none,HIGH,NEEDED,With Anderson,https://annas-archive.org/search?q=Martin+The+Role+of+Rice+Export+Restrictions+in+the+World+Rice+Price+Spike+of+2007%2F08,https://archive.org/search?query=Martin+The+Role+of+Rice+Export+Restrictions+in+the+World+Rice+Price+Spike+of+2007%2F08,,Martin The Role of Rice Export Restrictions in the World Rice Price Spike of 2007/08,False,v2
280,Trade Geopolitics,export_bans,Headey,Derek,Rethinking the Global Food Crisis: The Role of Trade Shocks,2011,Food Policy,ARTICLE,multi,2010_2020,Global,none,none,none,en,academic,none,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Headey+Rethinking+the+Global+Food+Crisis%3A+The+Role+of+Trade+Shocks,https://archive.org/search?query=Headey+Rethinking+the+Global+Food+Crisis%3A+The+Role+of+Trade+Shocks,,Headey Rethinking the Global Food Crisis: The Role of Trade Shocks,False,v2
281,Trade Geopolitics,nafta_usmca,Zahniser,Steven,NAFTA at 20: North America's Free-Trade Area and Its Impact on Agriculture,2015,USDA ERS WRS-15-01,REPORT,multi,1980_2010,US_Global,none,none,none,en,academic,none,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Zahniser+NAFTA+at+20%3A+North+America%27s+Free-Trade+Area+and+Its+Impact+on+Agriculture,https://archive.org/search?query=Zahniser+NAFTA+at+20%3A+North+America%27s+Free-Trade+Area+and+Its+Impact+on+Agriculture,https://www.ers.usda.gov/publications/pub-details/?pubid=40485,Zahniser NAFTA at 20: North America's Free-Trade Area and Its Impact on Agriculture,False,v2
282,Trade Geopolitics,nafta_usmca,Villarreal,M. Angeles,USMCA Agricultural Provisions,2020,CRS,REPORT,multi,2010_2020,US_Global,none,none,none,en,academic,none,none,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Villarreal+USMCA+Agricultural+Provisions,https://archive.org/search?query=Villarreal+USMCA+Agricultural+Provisions,,Villarreal USMCA Agricultural Provisions,False,v2
283,Trade Geopolitics,china_trade,Grant,Jason H.,Agricultural Trade in the Age of Trump,2021,Applied Econ Perspectives & Policy,ARTICLE,multi,2010_2020,US,none,none,none,en,academic,none,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Grant+Agricultural+Trade+in+the+Age+of+Trump,https://archive.org/search?query=Grant+Agricultural+Trade+in+the+Age+of+Trump,,Grant Agricultural Trade in the Age of Trump,False,v2
284,Trade Geopolitics,china_trade,Li,Minghao,China's Soybean Imports: Policy Impacts,2020,CARD Iowa State,WORKING_PAPER,cereals,2010_2020,Asia,none,none,none,en,academic,none,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Li+China%27s+Soybean+Imports%3A+Policy+Impacts,https://archive.org/search?query=Li+China%27s+Soybean+Imports%3A+Policy+Impacts,,Li China's Soybean Imports: Policy Impacts,False,v2
285,Trade Geopolitics,china_trade,Fukase,Emiko,China's Emerging Role as a Net Food Importer,2020,Applied Econ Perspectives & Policy,ARTICLE,multi,2010_2020,Asia,none,none,none,en,academic,none,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Fukase+China%27s+Emerging+Role+as+a+Net+Food+Importer,https://archive.org/search?query=Fukase+China%27s+Emerging+Role+as+a+Net+Food+Importer,,Fukase China's Emerging Role as a Net Food Importer,False,v2
286,Trade Geopolitics,russia_ukraine,Glauber,Joseph W.,"The Russia-Ukraine War After a Year: Impacts on Fertilizer Production, Wheat, Corn, Vegetable Oil, and Rice",2023,IFPRI,REPORT,multi,2020_present,Global,none,none,none,en,academic,none,none,CRITICAL,NEEDED,,https://annas-archive.org/search?q=Glauber+The+Russia-Ukraine+War+After+a+Year%3A+Impacts+on+Fertilizer+Production%2C+Wheat%2C+Corn%2C+Vegetable+Oil%2C+and+Rice,https://archive.org/search?query=Glauber+The+Russia-Ukraine+War+After+a+Year%3A+Impacts+on+Fertilizer+Production%2C+Wheat%2C+Corn%2C+Vegetable+Oil%2C+and+Rice,https://www.ifpri.org/blog/,"Glauber The Russia-Ukraine War After a Year: Impacts on Fertilizer Production, Wheat, Corn, Vegetable Oil, and Rice",False,v2
287,Trade Geopolitics,russia_ukraine,Welsh,Caitlin,The War in Ukraine and Global Food Security,2022,CSIS,REPORT,cereals,2020_present,Global,none,none,none,en,academic,none,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Welsh+The+War+in+Ukraine+and+Global+Food+Security,https://archive.org/search?query=Welsh+The+War+in+Ukraine+and+Global+Food+Security,https://www.csis.org/,Welsh The War in Ukraine and Global Food Security,False,v2
288,Trade Geopolitics,russia_ukraine,Behnassi,Mohamed,Implications of the Russia-Ukraine War for Global Food Security,2022,Nature Human Behaviour,ARTICLE,cereals,2020_present,Global,none,none,none,en,academic,none,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Behnassi+Implications+of+the+Russia-Ukraine+War+for+Global+Food+Security,https://archive.org/search?query=Behnassi+Implications+of+the+Russia-Ukraine+War+for+Global+Food+Security,,Behnassi Implications of the Russia-Ukraine War for Global Food Security,False,v2
289,Trade Geopolitics,export_bans,Piesse,Jenifer,Policy Responses to Food Crisis,2010,Food Policy,ARTICLE,multi,2010_2020,Global,none,none,none,en,academic,none,none,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Piesse+Policy+Responses+to+Food+Crisis,https://archive.org/search?query=Piesse+Policy+Responses+to+Food+Crisis,,Piesse Policy Responses to Food Crisis,False,v2
290,Trade Geopolitics,wto_doha,Bureau,Jean-Christophe,Agricultural Market Access: The Key to Doha Success,2008,OECD,REPORT,multi,1980_2010,Global,none,none,none,en,academic,none,none,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Bureau+Agricultural+Market+Access%3A+The+Key+to+Doha+Success,https://archive.org/search?query=Bureau+Agricultural+Market+Access%3A+The+Key+to+Doha+Success,,Bureau Agricultural Market Access: The Key to Doha Success,False,v2
291,Trade Geopolitics,nafta_usmca,Burfisher,Mary E.,NAFTA: What Have We Learned?,2016,USDA ERS,REPORT,multi,1980_2010,US_Global,none,none,none,en,academic,none,none,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Burfisher+NAFTA%3A+What+Have+We+Learned%3F,https://archive.org/search?query=Burfisher+NAFTA%3A+What+Have+We+Learned%3F,,Burfisher NAFTA: What Have We Learned?,False,v2
292,Trade Geopolitics,china_trade,Sumner,Daniel A.,Rising China and Global Agriculture,2020,U California,REPORT,multi,2010_2020,US_Global,none,none,none,en,academic,none,none,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Sumner+Rising+China+and+Global+Agriculture,https://archive.org/search?query=Sumner+Rising+China+and+Global+Agriculture,,Sumner Rising China and Global Agriculture,False,v2
293,Trade Geopolitics,russia_ukraine,FAO,,Impact of the War in Ukraine on Food Security,2024,FAO,REPORT,cereals,2010_2020,Asia,none,none,none,en,academic,none,none,HIGH,NEEDED,Ongoing updates,https://annas-archive.org/search?q=FAO+Impact+of+the+War+in+Ukraine+on+Food+Security,https://archive.org/search?query=FAO+Impact+of+the+War+in+Ukraine+on+Food+Security,https://www.fao.org/,FAO Impact of the War in Ukraine on Food Security,False,v2
294,Trade Geopolitics,export_bans,Giordani,Paolo E.,Food Prices and the Multiplier Effect of Trade Policy,2016,J International Economics,ARTICLE,multi,2020_present,Global,none,none,none,en,academic,none,none,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Giordani+Food+Prices+and+the+Multiplier+Effect+of+Trade+Policy,https://archive.org/search?query=Giordani+Food+Prices+and+the+Multiplier+Effect+of+Trade+Policy,,Giordani Food Prices and the Multiplier Effect of Trade Policy,False,v2
295,Trade Geopolitics,wto_doha,Hertel,Thomas W.,Potential Impacts of a Doha Round on Global Food Prices,2007,World Economy,ARTICLE,multi,2010_2020,Global,none,none,none,en,academic,none,none,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Hertel+Potential+Impacts+of+a+Doha+Round+on+Global+Food+Prices,https://archive.org/search?query=Hertel+Potential+Impacts+of+a+Doha+Round+on+Global+Food+Prices,,Hertel Potential Impacts of a Doha Round on Global Food Prices,False,v2
296,Trade Geopolitics,nafta_usmca,Zahniser,Steven,The Growing Corn Economies of Mexico and the U.S.,2013,USDA ERS FDS-13D-01,REPORT,cereals,1980_2010,Global,none,none,none,en,academic,none,none,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Zahniser+The+Growing+Corn+Economies+of+Mexico+and+the+U.S.,https://archive.org/search?query=Zahniser+The+Growing+Corn+Economies+of+Mexico+and+the+U.S.,,Zahniser The Growing Corn Economies of Mexico and the U.S.,False,v2
297,Trade Geopolitics,china_trade,Gale,Fred,China's Foreign Agricultural Investments,2015,USDA ERS,REPORT,multi,2010_2020,US,none,none,none,en,academic,none,none,LOW,NEEDED,,https://annas-archive.org/search?q=Gale+China%27s+Foreign+Agricultural+Investments,https://archive.org/search?query=Gale+China%27s+Foreign+Agricultural+Investments,,Gale China's Foreign Agricultural Investments,False,v2
298,Trade Geopolitics,russia_ukraine,Liefert,William M.,Russia's Transformation From Agricultural Importer to Major Grain Exporter,2020,USDA ERS,REPORT,cereals,2010_2020,US,none,none,none,en,academic,none,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Liefert+Russia%27s+Transformation+From+Agricultural+Importer+to+Major+Grain+Exporter,https://archive.org/search?query=Liefert+Russia%27s+Transformation+From+Agricultural+Importer+to+Major+Grain+Exporter,,Liefert Russia's Transformation From Agricultural Importer to Major Grain Exporter,False,v2
299,Trade Geopolitics,wto_doha,Hoekman,Bernard,The Political Economy of the World Trading System,2009,Oxford UP,BOOK,multi,1980_2010,Global,none,none,none,en,academic,none,none,LOW,NEEDED,3rd ed,https://annas-archive.org/search?q=Hoekman+The+Political+Economy+of+the+World+Trading+System,https://archive.org/search?query=Hoekman+The+Political+Economy+of+the+World+Trading+System,,Hoekman The Political Economy of the World Trading System,False,v2
300,Trade Geopolitics,china_trade,Carter,Colin A.,The Impact of the US-China Trade War on US Agriculture,2019,Applied Econ Perspectives & Policy,ARTICLE,multi,2010_2020,US_Global,none,none,none,en,academic,none,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Carter+The+Impact+of+the+US-China+Trade+War+on+US+Agriculture,https://archive.org/search?query=Carter+The+Impact+of+the+US-China+Trade+War+on+US+Agriculture,,Carter The Impact of the US-China Trade War on US Agriculture,False,v2
301,Climate Land Inputs,fertilizer_inputs,Huang,Wen-yuan,Impact of Rising Natural Gas Prices on US Ammonia Supply,2007,USDA ERS WRS-0702,REPORT,none,1980_2010,US,none,none,none,en,academic,none,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Huang+Impact+of+Rising+Natural+Gas+Prices+on+US+Ammonia+Supply,https://archive.org/search?query=Huang+Impact+of+Rising+Natural+Gas+Prices+on+US+Ammonia+Supply,https://www.ers.usda.gov/publications/pub-details/?pubid=40488,Huang Impact of Rising Natural Gas Prices on US Ammonia Supply,False,v2
302,Climate Land Inputs,fertilizer_inputs,Brunelle,Thierry,Fertilizer Use and Markets,2019,OECD,REPORT,none,2010_2020,Global,none,none,none,en,academic,none,none,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Brunelle+Fertilizer+Use+and+Markets,https://archive.org/search?query=Brunelle+Fertilizer+Use+and+Markets,,Brunelle Fertilizer Use and Markets,False,v2
303,Climate Land Inputs,fertilizer_inputs,IFA,,Fertilizer Outlook 2024,2024,International Fertilizer Association,REPORT,none,2020_present,Global,none,none,none,en,academic,none,none,HIGH,NEEDED,,https://annas-archive.org/search?q=IFA+Fertilizer+Outlook+2024,https://archive.org/search?query=IFA+Fertilizer+Outlook+2024,https://www.ifastat.org/,IFA Fertilizer Outlook 2024,False,v2
304,Climate Land Inputs,drought_weather,Boyer,Christopher N.,The Impact of the 2012 US Drought on Corn and Soybean Prices,2013,Southern Ag Econ Assoc,WORKING_PAPER,cereals,2010_2020,US,none,none,none,en,academic,none,none,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Boyer+The+Impact+of+the+2012+US+Drought+on+Corn+and+Soybean+Prices,https://archive.org/search?query=Boyer+The+Impact+of+the+2012+US+Drought+on+Corn+and+Soybean+Prices,,Boyer The Impact of the 2012 US Drought on Corn and Soybean Prices,False,v2
305,Climate Land Inputs,drought_weather,Trenberth,Kevin E.,Global Warming and Changes in Drought,2014,Nature Climate Change,ARTICLE,multi,2010_2020,Global,none,none,none,en,academic,none,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Trenberth+Global+Warming+and+Changes+in+Drought,https://archive.org/search?query=Trenberth+Global+Warming+and+Changes+in+Drought,,Trenberth Global Warming and Changes in Drought,False,v2
306,Climate Land Inputs,climate_yields,Lobell,David B.,Extreme Heat Effects on Wheat Senescence,2012,Nature Climate Change,ARTICLE,cereals,2010_2020,Global,none,none,none,en,academic,none,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Lobell+Extreme+Heat+Effects+on+Wheat+Senescence,https://archive.org/search?query=Lobell+Extreme+Heat+Effects+on+Wheat+Senescence,,Lobell Extreme Heat Effects on Wheat Senescence,False,v2
307,Climate Land Inputs,climate_yields,Ortiz-Bobea,Ariel,Anthropogenic Climate Change Has Slowed Global Agricultural Productivity Growth,2021,Nature Climate Change,ARTICLE,multi,2020_present,Global,none,none,none,en,academic,none,none,FLAGSHIP,NEEDED,,https://annas-archive.org/search?q=Ortiz-Bobea+Anthropogenic+Climate+Change+Has+Slowed+Global+Agricultural+Productivity+Growth,https://archive.org/search?query=Ortiz-Bobea+Anthropogenic+Climate+Change+Has+Slowed+Global+Agricultural+Productivity+Growth,https://doi.org/10.1038/s41558-021-01000-1,Ortiz-Bobea Anthropogenic Climate Change Has Slowed Global Agricultural Productivity Growth,False,v2
308,Climate Land Inputs,climate_yields,IPCC,,"AR6 WGII Chapter 5: Food, Fibre, and Other Ecosystem Products",2022,IPCC,REPORT,multi,2020_present,Global,none,none,none,en,academic,none,none,CRITICAL,NEEDED,,https://annas-archive.org/search?q=IPCC+AR6+WGII+Chapter+5%3A+Food%2C+Fibre%2C+and+Other+Ecosystem+Products,https://archive.org/search?query=IPCC+AR6+WGII+Chapter+5%3A+Food%2C+Fibre%2C+and+Other+Ecosystem+Products,https://www.ipcc.ch/report/ar6/wg2/,"IPCC AR6 WGII Chapter 5: Food, Fibre, and Other Ecosystem Products",False,v2
309,Climate Land Inputs,climate_yields,Cline,William R.,Global Warming and Agriculture: Impact Estimates by Country,2007,Peterson Institute,BOOK,multi,1980_2010,Global,none,none,none,en,academic,none,none,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Cline+Global+Warming+and+Agriculture%3A+Impact+Estimates+by+Country,https://archive.org/search?query=Cline+Global+Warming+and+Agriculture%3A+Impact+Estimates+by+Country,,Cline Global Warming and Agriculture: Impact Estimates by Country,False,v2
310,Climate Land Inputs,energy_food,Baffes,John,More on the Energy/Nonenergy Price Link,2010,Applied Economics Letters,ARTICLE,multi,2010_2020,Global,none,none,none,en,academic,none,none,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Baffes+More+on+the+Energy%2FNonenergy+Price+Link,https://archive.org/search?query=Baffes+More+on+the+Energy%2FNonenergy+Price+Link,,Baffes More on the Energy/Nonenergy Price Link,False,v2
311,Climate Land Inputs,energy_food,Chen,Sheng-Tung,Modeling the Relationship Between the Oil Price and Global Food Prices,2010,Applied Energy,ARTICLE,multi,2010_2020,Global,none,none,none,en,academic,none,none,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Chen+Modeling+the+Relationship+Between+the+Oil+Price+and+Global+Food+Prices,https://archive.org/search?query=Chen+Modeling+the+Relationship+Between+the+Oil+Price+and+Global+Food+Prices,,Chen Modeling the Relationship Between the Oil Price and Global Food Prices,False,v2
