Number,Category,Subcategory,Author_Last,Author_First,Title,Year,Publisher_Journal,Type,Commodity_Tag,Era,Geography,Priority,Status,Acquisition_Notes,Anna_Archive_Link,Archive_Org_Link,Direct_URL,Search_Query
249,Global Food Systems,fao_fpi_methods,FAO,,Food Outlook (biannual),2024,FAO,REPORT,multi,spanning,Global,HIGH,NEEDED,Short-term market outlook,https://annas-archive.org/search?q=FAO+Food+Outlook+%28biannual%29,https://archive.org/search?query=FAO+Food+Outlook+%28biannual%29,https://www.fao.org/giews/reports/food-outlook/en/,FAO Food Outlook (biannual)
250,Global Food Systems,food_crises,Sen,Amartya,Poverty and Famines: An Essay on Entitlement and Deprivation,1981,Oxford UP,BOOK,multi,1900_1945,Asia,CRITICAL,NEEDED,Nobelist,https://annas-archive.org/search?q=Sen+Poverty+and+Famines%3A+An+Essay+on+Entitlement+and+Deprivation,https://archive.org/search?query=Sen+Poverty+and+Famines%3A+An+Essay+on+Entitlement+and+Deprivation,,Sen Poverty and Famines: An Essay on Entitlement and Deprivation
251,Global Food Systems,food_crises,Davis,Mike,Late Victorian Holocausts: El Niño Famines,2001,Verso,BOOK,multi,pre1900,Global,HIGH,NEEDED,,https://annas-archive.org/search?q=Davis+Late+Victorian+Holocausts%3A+El+Ni%C3%B1o+Famines,https://archive.org/search?query=Davis+Late+Victorian+Holocausts%3A+El+Ni%C3%B1o+Famines,,Davis Late Victorian Holocausts: El Niño Famines
252,Global Food Systems,food_security,Maxwell,Simon,Food Security: A Post-Modern Perspective,1996,Food Policy,ARTICLE,multi,spanning,Global,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Maxwell+Food+Security%3A+A+Post-Modern+Perspective,https://archive.org/search?query=Maxwell+Food+Security%3A+A+Post-Modern+Perspective,,Maxwell Food Security: A Post-Modern Perspective
253,Global Food Systems,food_security,Barrett,Christopher B.,Measuring Food Insecurity,2010,Science,ARTICLE,multi,spanning,Global,HIGH,NEEDED,,https://annas-archive.org/search?q=Barrett+Measuring+Food+Insecurity,https://archive.org/search?query=Barrett+Measuring+Food+Insecurity,https://doi.org/10.1126/science.1182768,Barrett Measuring Food Insecurity
254,Global Food Systems,food_security,Clapp,Jennifer,Food,2020,Polity,BOOK,multi,spanning,Global,CRITICAL,NEEDED,3rd ed,https://annas-archive.org/search?q=Clapp+Food,https://archive.org/search?query=Clapp+Food,,Clapp Food
255,Global Food Systems,food_security,Patel,Raj,Stuffed and Starved: The Hidden Battle for the World Food System,2007,Melville House,BOOK,multi,spanning,Global,HIGH,NEEDED,,https://annas-archive.org/search?q=Patel+Stuffed+and+Starved%3A+The+Hidden+Battle+for+the+World+Food+System,https://archive.org/search?query=Patel+Stuffed+and+Starved%3A+The+Hidden+Battle+for+the+World+Food+System,,Patel Stuffed and Starved: The Hidden Battle for the World Food System
256,Global Food Systems,food_security,Lappé,Frances Moore,Diet for a Small Planet,1971,Ballantine,BOOK,multi,1945_1980,US,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Lapp%C3%A9+Diet+for+a+Small+Planet,https://archive.org/search?query=Lapp%C3%A9+Diet+for+a+Small+Planet,,Lappé Diet for a Small Planet
257,Global Food Systems,super_cycles,Radetzki,Marian,The Anatomy of Three Commodity Booms,2006,Resources Policy,ARTICLE,multi,spanning,Global,HIGH,NEEDED,,https://annas-archive.org/search?q=Radetzki+The+Anatomy+of+Three+Commodity+Booms,https://archive.org/search?query=Radetzki+The+Anatomy+of+Three+Commodity+Booms,,Radetzki The Anatomy of Three Commodity Booms
258,Global Food Systems,super_cycles,Cashin,Paul,The Long-Run Behavior of Commodity Prices,2002,IMF Staff Papers,ARTICLE,multi,spanning,Global,HIGH,NEEDED,,https://annas-archive.org/search?q=Cashin+The+Long-Run+Behavior+of+Commodity+Prices,https://archive.org/search?query=Cashin+The+Long-Run+Behavior+of+Commodity+Prices,,Cashin The Long-Run Behavior of Commodity Prices
259,Global Food Systems,super_cycles,Jacks,David S.,From Boom to Bust: A Typology of Real Commodity Prices,2019,Cliometrica,ARTICLE,multi,spanning,Global,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Jacks+From+Boom+to+Bust%3A+A+Typology+of+Real+Commodity+Prices,https://archive.org/search?query=Jacks+From+Boom+to+Bust%3A+A+Typology+of+Real+Commodity+Prices,,Jacks From Boom to Bust: A Typology of Real Commodity Prices
260,Global Food Systems,green_revolution,Shiva,Vandana,The Violence of the Green Revolution,1991,Zed,BOOK,multi,1945_1980,Asia,MEDIUM,NEEDED,Critique,https://annas-archive.org/search?q=Shiva+The+Violence+of+the+Green+Revolution,https://archive.org/search?query=Shiva+The+Violence+of+the+Green+Revolution,,Shiva The Violence of the Green Revolution
261,Global Food Systems,green_revolution,Borlaug,Norman,"Nobel Lecture: The Green Revolution, Peace, and Humanity",1970,Nobel Foundation,CHAPTER,multi,1945_1980,Global,LOW,NEEDED,,https://annas-archive.org/search?q=Borlaug+Nobel+Lecture%3A+The+Green+Revolution%2C+Peace%2C+and+Humanity,https://archive.org/search?query=Borlaug+Nobel+Lecture%3A+The+Green+Revolution%2C+Peace%2C+and+Humanity,https://www.nobelprize.org/prizes/peace/1970/borlaug/lecture/,"Borlaug Nobel Lecture: The Green Revolution, Peace, and Humanity"
262,Global Food Systems,fao_fpi_methods,Minot,Nicholas,Transmission of World Food Price Changes to Markets in Sub-Saharan Africa,2011,IFPRI DP 1059,WORKING_PAPER,multi,2010_2020,Africa,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Minot+Transmission+of+World+Food+Price+Changes+to+Markets+in+Sub-Saharan+Africa,https://archive.org/search?query=Minot+Transmission+of+World+Food+Price+Changes+to+Markets+in+Sub-Saharan+Africa,,Minot Transmission of World Food Price Changes to Markets in Sub-Saharan Africa
263,Global Food Systems,fao_fpi_methods,Baffes,John,World Bank Commodity Price Data (Pink Sheet) — Methodology,2024,World Bank,DATASET_DOC,multi,spanning,Global,HIGH,NEEDED,,https://annas-archive.org/search?q=Baffes+World+Bank+Commodity+Price+Data+%28Pink+Sheet%29+%E2%80%94+Methodology,https://archive.org/search?query=Baffes+World+Bank+Commodity+Price+Data+%28Pink+Sheet%29+%E2%80%94+Methodology,https://www.worldbank.org/en/research/commodity-markets,Baffes World Bank Commodity Price Data (Pink Sheet) — Methodology
264,Global Food Systems,food_crises,Pinstrup-Andersen,Per,Food Policy for Developing Countries,2011,Cornell UP,BOOK,multi,spanning,Global,HIGH,NEEDED,,https://annas-archive.org/search?q=Pinstrup-Andersen+Food+Policy+for+Developing+Countries,https://archive.org/search?query=Pinstrup-Andersen+Food+Policy+for+Developing+Countries,,Pinstrup-Andersen Food Policy for Developing Countries
265,Global Food Systems,food_security,von Braun,Joachim,"High Food Prices: The What, Who, and How of Proposed Policy Actions",2008,IFPRI,REPORT,multi,2010_2020,Global,HIGH,NEEDED,,https://annas-archive.org/search?q=von+Braun+High+Food+Prices%3A+The+What%2C+Who%2C+and+How+of+Proposed+Policy+Actions,https://archive.org/search?query=von+Braun+High+Food+Prices%3A+The+What%2C+Who%2C+and+How+of+Proposed+Policy+Actions,,"von Braun High Food Prices: The What, Who, and How of Proposed Policy Actions"
266,Global Food Systems,food_security,Timmer,C. Peter,Food Security in Asia and the Pacific: The Rapidly Changing Role of Rice,2014,Asia Pacific Policy Studies,ARTICLE,cereals,2010_2020,Asia,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Timmer+Food+Security+in+Asia+and+the+Pacific%3A+The+Rapidly+Changing+Role+of+Rice,https://archive.org/search?query=Timmer+Food+Security+in+Asia+and+the+Pacific%3A+The+Rapidly+Changing+Role+of+Rice,,Timmer Food Security in Asia and the Pacific: The Rapidly Changing Role of Rice
267,Global Food Systems,super_cycles,Reinhart,Carmen M.,Commodity Super-Cycles: What Are They and What Lies Ahead?,2016,IMF,WORKING_PAPER,multi,2010_2020,Global,HIGH,NEEDED,,https://annas-archive.org/search?q=Reinhart+Commodity+Super-Cycles%3A+What+Are+They+and+What+Lies+Ahead%3F,https://archive.org/search?query=Reinhart+Commodity+Super-Cycles%3A+What+Are+They+and+What+Lies+Ahead%3F,,Reinhart Commodity Super-Cycles: What Are They and What Lies Ahead?
268,Global Food Systems,super_cycles,Gruss,Bertrand,Commodity Terms of Trade: A New Database,2019,IMF WP 19/21,WORKING_PAPER,multi,2010_2020,Global,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Gruss+Commodity+Terms+of+Trade%3A+A+New+Database,https://archive.org/search?query=Gruss+Commodity+Terms+of+Trade%3A+A+New+Database,https://www.imf.org/en/Publications/WP/Issues/2019/01/24,Gruss Commodity Terms of Trade: A New Database
269,Global Food Systems,green_revolution,Herdt,Robert W.,A Retrospective View of Technology's Contribution to Agricultural Development,2012,Annual Review of Resource Econ,ARTICLE,multi,spanning,Global,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Herdt+A+Retrospective+View+of+Technology%27s+Contribution+to+Agricultural+Development,https://archive.org/search?query=Herdt+A+Retrospective+View+of+Technology%27s+Contribution+to+Agricultural+Development,,Herdt A Retrospective View of Technology's Contribution to Agricultural Development
270,Global Food Systems,fao_fpi_methods,Abbott,Philip C.,Tracking the Drivers of Global Food Prices,2017,Applied Econ Perspectives & Policy,ARTICLE,multi,2010_2020,Global,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Abbott+Tracking+the+Drivers+of+Global+Food+Prices,https://archive.org/search?query=Abbott+Tracking+the+Drivers+of+Global+Food+Prices,,Abbott Tracking the Drivers of Global Food Prices
271,Global Food Systems,food_crises,Ó Gráda,Cormac,Famine: A Short History,2009,Princeton UP,BOOK,multi,pre1900,Global,MEDIUM,NEEDED,,https://annas-archive.org/search?q=%C3%93+Gr%C3%A1da+Famine%3A+A+Short+History,https://archive.org/search?query=%C3%93+Gr%C3%A1da+Famine%3A+A+Short+History,,Ó Gráda Famine: A Short History
272,Global Food Systems,food_security,Godfray,H. Charles J.,Food Security: The Challenge of Feeding 9 Billion People,2010,Science,ARTICLE,multi,2010_2020,Global,HIGH,NEEDED,,https://annas-archive.org/search?q=Godfray+Food+Security%3A+The+Challenge+of+Feeding+9+Billion+People,https://archive.org/search?query=Godfray+Food+Security%3A+The+Challenge+of+Feeding+9+Billion+People,https://doi.org/10.1126/science.1185383,Godfray Food Security: The Challenge of Feeding 9 Billion People
273,Global Food Systems,super_cycles,Kilian,Lutz,Not All Oil Price Shocks Are Alike,2009,American Economic Review,ARTICLE,multi,2010_2020,Global,HIGH,NEEDED,,https://annas-archive.org/search?q=Kilian+Not+All+Oil+Price+Shocks+Are+Alike,https://archive.org/search?query=Kilian+Not+All+Oil+Price+Shocks+Are+Alike,https://doi.org/10.1257/aer.99.3.1053,Kilian Not All Oil Price Shocks Are Alike
274,Global Food Systems,green_revolution,Otsuka,Keijiro,Sustainable Development of Rural Asia,2016,World Development,ARTICLE,multi,2010_2020,Asia,LOW,NEEDED,,https://annas-archive.org/search?q=Otsuka+Sustainable+Development+of+Rural+Asia,https://archive.org/search?query=Otsuka+Sustainable+Development+of+Rural+Asia,,Otsuka Sustainable Development of Rural Asia
275,Global Food Systems,food_crises,Ravallion,Martin,Famines and Economics,1997,J Economic Literature,ARTICLE,multi,spanning,Global,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Ravallion+Famines+and+Economics,https://archive.org/search?query=Ravallion+Famines+and+Economics,,Ravallion Famines and Economics
276,Trade Geopolitics,wto_doha,Anderson,Kym,Distortions to Agricultural Incentives,2009,World Bank,BOOK,multi,spanning,Global,FLAGSHIP,NEEDED,,https://annas-archive.org/search?q=Anderson+Distortions+to+Agricultural+Incentives,https://archive.org/search?query=Anderson+Distortions+to+Agricultural+Incentives,,Anderson Distortions to Agricultural Incentives
277,Trade Geopolitics,wto_doha,Josling,Tim,Agriculture in the GATT,1996,Macmillan,BOOK,multi,1945_1980,Global,HIGH,NEEDED,"With Tangermann, Warley",https://annas-archive.org/search?q=Josling+Agriculture+in+the+GATT,https://archive.org/search?query=Josling+Agriculture+in+the+GATT,,Josling Agriculture in the GATT
278,Trade Geopolitics,wto_doha,Martin,Will,Export Restrictions and Price Insulation During Commodity Price Booms,2014,AJAE,ARTICLE,multi,2010_2020,Global,HIGH,NEEDED,With Anderson,https://annas-archive.org/search?q=Martin+Export+Restrictions+and+Price+Insulation+During+Commodity+Price+Booms,https://archive.org/search?query=Martin+Export+Restrictions+and+Price+Insulation+During+Commodity+Price+Booms,,Martin Export Restrictions and Price Insulation During Commodity Price Booms
279,Trade Geopolitics,export_bans,Martin,Will,The Role of Rice Export Restrictions in the World Rice Price Spike of 2007/08,2011,World Bank,WORKING_PAPER,cereals,2010_2020,Global,HIGH,NEEDED,With Anderson,https://annas-archive.org/search?q=Martin+The+Role+of+Rice+Export+Restrictions+in+the+World+Rice+Price+Spike+of+2007%2F08,https://archive.org/search?query=Martin+The+Role+of+Rice+Export+Restrictions+in+the+World+Rice+Price+Spike+of+2007%2F08,,Martin The Role of Rice Export Restrictions in the World Rice Price Spike of 2007/08
280,Trade Geopolitics,export_bans,Headey,Derek,Rethinking the Global Food Crisis: The Role of Trade Shocks,2011,Food Policy,ARTICLE,multi,2010_2020,Global,HIGH,NEEDED,,https://annas-archive.org/search?q=Headey+Rethinking+the+Global+Food+Crisis%3A+The+Role+of+Trade+Shocks,https://archive.org/search?query=Headey+Rethinking+the+Global+Food+Crisis%3A+The+Role+of+Trade+Shocks,,Headey Rethinking the Global Food Crisis: The Role of Trade Shocks
281,Trade Geopolitics,nafta_usmca,Zahniser,Steven,NAFTA at 20: North America's Free-Trade Area and Its Impact on Agriculture,2015,USDA ERS WRS-15-01,REPORT,multi,1980_2010,US_Global,HIGH,NEEDED,,https://annas-archive.org/search?q=Zahniser+NAFTA+at+20%3A+North+America%27s+Free-Trade+Area+and+Its+Impact+on+Agriculture,https://archive.org/search?query=Zahniser+NAFTA+at+20%3A+North+America%27s+Free-Trade+Area+and+Its+Impact+on+Agriculture,https://www.ers.usda.gov/publications/pub-details/?pubid=40485,Zahniser NAFTA at 20: North America's Free-Trade Area and Its Impact on Agriculture
282,Trade Geopolitics,nafta_usmca,Villarreal,M. Angeles,USMCA Agricultural Provisions,2020,CRS,REPORT,multi,2010_2020,US_Global,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Villarreal+USMCA+Agricultural+Provisions,https://archive.org/search?query=Villarreal+USMCA+Agricultural+Provisions,,Villarreal USMCA Agricultural Provisions
283,Trade Geopolitics,china_trade,Grant,Jason H.,Agricultural Trade in the Age of Trump,2021,Applied Econ Perspectives & Policy,ARTICLE,multi,2010_2020,US,HIGH,NEEDED,,https://annas-archive.org/search?q=Grant+Agricultural+Trade+in+the+Age+of+Trump,https://archive.org/search?query=Grant+Agricultural+Trade+in+the+Age+of+Trump,,Grant Agricultural Trade in the Age of Trump
284,Trade Geopolitics,china_trade,Li,Minghao,China's Soybean Imports: Policy Impacts,2020,CARD Iowa State,WORKING_PAPER,cereals,2010_2020,Asia,HIGH,NEEDED,,https://annas-archive.org/search?q=Li+China%27s+Soybean+Imports%3A+Policy+Impacts,https://archive.org/search?query=Li+China%27s+Soybean+Imports%3A+Policy+Impacts,,Li China's Soybean Imports: Policy Impacts
285,Trade Geopolitics,china_trade,Fukase,Emiko,China's Emerging Role as a Net Food Importer,2020,Applied Econ Perspectives & Policy,ARTICLE,multi,2010_2020,Asia,HIGH,NEEDED,,https://annas-archive.org/search?q=Fukase+China%27s+Emerging+Role+as+a+Net+Food+Importer,https://archive.org/search?query=Fukase+China%27s+Emerging+Role+as+a+Net+Food+Importer,,Fukase China's Emerging Role as a Net Food Importer
286,Trade Geopolitics,russia_ukraine,Glauber,Joseph W.,"The Russia-Ukraine War After a Year: Impacts on Fertilizer Production, Wheat, Corn, Vegetable Oil, and Rice",2023,IFPRI,REPORT,multi,2020_present,Global,CRITICAL,NEEDED,,https://annas-archive.org/search?q=Glauber+The+Russia-Ukraine+War+After+a+Year%3A+Impacts+on+Fertilizer+Production%2C+Wheat%2C+Corn%2C+Vegetable+Oil%2C+and+Rice,https://archive.org/search?query=Glauber+The+Russia-Ukraine+War+After+a+Year%3A+Impacts+on+Fertilizer+Production%2C+Wheat%2C+Corn%2C+Vegetable+Oil%2C+and+Rice,https://www.ifpri.org/blog/,"Glauber The Russia-Ukraine War After a Year: Impacts on Fertilizer Production, Wheat, Corn, Vegetable Oil, and Rice"
287,Trade Geopolitics,russia_ukraine,Welsh,Caitlin,The War in Ukraine and Global Food Security,2022,CSIS,REPORT,cereals,2020_present,Global,HIGH,NEEDED,,https://annas-archive.org/search?q=Welsh+The+War+in+Ukraine+and+Global+Food+Security,https://archive.org/search?query=Welsh+The+War+in+Ukraine+and+Global+Food+Security,https://www.csis.org/,Welsh The War in Ukraine and Global Food Security
288,Trade Geopolitics,russia_ukraine,Behnassi,Mohamed,Implications of the Russia-Ukraine War for Global Food Security,2022,Nature Human Behaviour,ARTICLE,cereals,2020_present,Global,HIGH,NEEDED,,https://annas-archive.org/search?q=Behnassi+Implications+of+the+Russia-Ukraine+War+for+Global+Food+Security,https://archive.org/search?query=Behnassi+Implications+of+the+Russia-Ukraine+War+for+Global+Food+Security,,Behnassi Implications of the Russia-Ukraine War for Global Food Security
289,Trade Geopolitics,export_bans,Piesse,Jenifer,Policy Responses to Food Crisis,2010,Food Policy,ARTICLE,multi,2010_2020,Global,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Piesse+Policy+Responses+to+Food+Crisis,https://archive.org/search?query=Piesse+Policy+Responses+to+Food+Crisis,,Piesse Policy Responses to Food Crisis
290,Trade Geopolitics,wto_doha,Bureau,Jean-Christophe,Agricultural Market Access: The Key to Doha Success,2008,OECD,REPORT,multi,1980_2010,Global,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Bureau+Agricultural+Market+Access%3A+The+Key+to+Doha+Success,https://archive.org/search?query=Bureau+Agricultural+Market+Access%3A+The+Key+to+Doha+Success,,Bureau Agricultural Market Access: The Key to Doha Success
291,Trade Geopolitics,nafta_usmca,Burfisher,Mary E.,NAFTA: What Have We Learned?,2016,USDA ERS,REPORT,multi,1980_2010,US_Global,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Burfisher+NAFTA%3A+What+Have+We+Learned%3F,https://archive.org/search?query=Burfisher+NAFTA%3A+What+Have+We+Learned%3F,,Burfisher NAFTA: What Have We Learned?
292,Trade Geopolitics,china_trade,Sumner,Daniel A.,Rising China and Global Agriculture,2020,U California,REPORT,multi,2010_2020,US_Global,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Sumner+Rising+China+and+Global+Agriculture,https://archive.org/search?query=Sumner+Rising+China+and+Global+Agriculture,,Sumner Rising China and Global Agriculture
293,Trade Geopolitics,russia_ukraine,FAO,,Impact of the War in Ukraine on Food Security,2024,FAO,REPORT,cereals,2010_2020,Asia,HIGH,NEEDED,Ongoing updates,https://annas-archive.org/search?q=FAO+Impact+of+the+War+in+Ukraine+on+Food+Security,https://archive.org/search?query=FAO+Impact+of+the+War+in+Ukraine+on+Food+Security,https://www.fao.org/,FAO Impact of the War in Ukraine on Food Security
